"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
14,5,"2014-09-26",3089,427,1,0,"0",0
15,5,"2014-09-26",6419,850,1,0,"0",0
16,5,"2014-09-26",2684,340,1,0,"0",0
17,5,"2014-09-26",5429,485,1,0,"0",0
18,5,"2014-09-26",4890,372,1,0,"0",0
19,5,"2014-09-26",3021,327,1,0,"0",0
20,5,"2014-09-26",3890,603,1,0,"0",0
1,4,"2014-09-25",3911,504,1,0,"0",0
2,4,"2014-09-25",3675,460,1,0,"0",0
3,4,"2014-09-25",1560,247,1,0,"0",0
4,4,"2014-09-25",2442,270,1,0,"0",0
5,4,"2014-09-25",6205,796,1,0,"0",0
6,4,"2014-09-25",6339,564,1,0,"0",0
7,4,"2014-09-25",3206,406,1,0,"0",0
8,4,"2014-09-25",4089,381,1,0,"0",0
9,4,"2014-09-25",7573,1224,1,0,"0",0
10,4,"2014-09-25",4651,478,1,0,"0",0
11,4,"2014-09-25",9821,1420,1,0,"0",0
12,4,"2014-09-25",5953,596,1,0,"0",0
13,4,"2014-09-25",5538,893,1,0,"0",0
14,4,"2014-09-25",2733,352,1,0,"0",0
15,4,"2014-09-25",5376,717,1,0,"0",0
16,4,"2014-09-25",2353,329,1,0,"0",0
17,4,"2014-09-25",4130,383,1,0,"0",0
18,4,"2014-09-25",4056,314,1,0,"0",0
19,4,"2014-09-25",2645,272,1,0,"0",0
20,4,"2014-09-25",4034,616,1,0,"0",0
1,3,"2014-09-24",5084,694,1,0,"0",0
2,3,"2014-09-24",3996,505,1,0,"0",0
3,3,"2014-09-24",2151,275,1,0,"0",0
4,3,"2014-09-24",2351,257,1,0,"0",0
5,3,"2014-09-24",6317,721,1,0,"0",0
6,3,"2014-09-24",5652,496,1,0,"0",0
7,3,"2014-09-24",2979,380,1,0,"0",0
8,3,"2014-09-24",3931,395,1,0,"0",0
9,3,"2014-09-24",7365,1177,1,0,"0",0
10,3,"2014-09-24",4306,463,1,0,"0",0
11,3,"2014-09-24",9958,1462,1,0,"0",0
12,3,"2014-09-24",5307,559,1,0,"0",0
13,3,"2014-09-24",4893,753,1,0,"0",0
14,3,"2014-09-24",2606,362,1,0,"0",0
15,3,"2014-09-24",5296,675,1,0,"0",0
16,3,"2014-09-24",2419,319,1,0,"0",0
17,3,"2014-09-24",4101,372,1,0,"0",0
18,3,"2014-09-24",3676,265,1,0,"0",0
19,3,"2014-09-24",2601,278,1,0,"0",0
20,3,"2014-09-24",4428,664,1,0,"0",0
1,2,"2014-09-23",3874,510,1,0,"0",0
2,2,"2014-09-23",4406,555,1,0,"0",0
3,2,"2014-09-23",1962,324,1,0,"0",0
4,2,"2014-09-23",2686,250,1,0,"0",0
5,2,"2014-09-23",6204,743,1,0,"0",0
6,2,"2014-09-23",5439,529,1,0,"0",0
7,2,"2014-09-23",2964,396,1,0,"0",0
8,2,"2014-09-23",4487,425,1,0,"0",0
9,2,"2014-09-23",7877,1202,1,0,"0",0
10,2,"2014-09-23",4605,449,1,0,"0",0
11,2,"2014-09-23",10838,1541,1,0,"0",0
12,2,"2014-09-23",4915,552,1,0,"0",0
13,2,"2014-09-23",5948,901,1,0,"0",0
14,2,"2014-09-23",3287,402,1,0,"0",0
15,2,"2014-09-23",5895,825,1,0,"0",0
16,2,"2014-09-23",2686,340,1,0,"0",0
17,2,"2014-09-23",4092,355,1,0,"0",0
18,2,"2014-09-23",4339,369,1,0,"0",0
19,2,"2014-09-23",2691,306,1,0,"0",0
20,2,"2014-09-23",3828,646,1,0,"0",0
1,1,"2014-09-22",4004,501,1,0,"0",0
2,1,"2014-09-22",4287,523,1,0,"0",0
3,1,"2014-09-22",1910,230,1,0,"0",0
4,1,"2014-09-22",3075,302,1,0,"0",0
5,1,"2014-09-22",6324,724,1,0,"0",0
6,1,"2014-09-22",5915,555,1,0,"0",0
7,1,"2014-09-22",2870,389,1,0,"0",0
8,1,"2014-09-22",4343,443,1,0,"0",0
9,1,"2014-09-22",8497,1321,1,0,"0",0
10,1,"2014-09-22",4327,458,1,0,"0",0
11,1,"2014-09-22",10835,1552,1,0,"0",0
12,1,"2014-09-22",5369,585,1,0,"0",0
13,1,"2014-09-22",5162,828,1,0,"0",0
14,1,"2014-09-22",2642,335,1,0,"0",0
15,1,"2014-09-22",5908,774,1,0,"0",0
16,1,"2014-09-22",2515,357,1,0,"0",0
17,1,"2014-09-22",3786,407,1,0,"0",0
18,1,"2014-09-22",3387,305,1,0,"0",0
19,1,"2014-09-22",3139,289,1,0,"0",0
20,1,"2014-09-22",4299,635,1,0,"0",0
1,7,"2014-09-21",0,0,0,0,"0",0
2,7,"2014-09-21",0,0,0,0,"0",0
3,7,"2014-09-21",0,0,0,0,"0",0
4,7,"2014-09-21",0,0,0,0,"0",0
5,7,"2014-09-21",0,0,0,0,"0",0
6,7,"2014-09-21",0,0,0,0,"0",0
7,7,"2014-09-21",0,0,0,0,"0",0
8,7,"2014-09-21",0,0,0,0,"0",0
9,7,"2014-09-21",0,0,0,0,"0",0
10,7,"2014-09-21",0,0,0,0,"0",0
11,7,"2014-09-21",0,0,0,0,"0",0
12,7,"2014-09-21",0,0,0,0,"0",0
13,7,"2014-09-21",0,0,0,0,"0",0
14,7,"2014-09-21",0,0,0,0,"0",0
15,7,"2014-09-21",0,0,0,0,"0",0
16,7,"2014-09-21",0,0,0,0,"0",0
17,7,"2014-09-21",0,0,0,0,"0",0
18,7,"2014-09-21",0,0,0,0,"0",0
19,7,"2014-09-21",0,0,0,0,"0",0
20,7,"2014-09-21",0,0,0,0,"0",0
1,6,"2014-09-20",2473,306,1,0,"0",0
2,6,"2014-09-20",1643,210,1,0,"0",0
3,6,"2014-09-20",725,108,1,0,"0",0
4,6,"2014-09-20",2402,271,1,0,"0",0
5,6,"2014-09-20",6817,830,1,0,"0",0
6,6,"2014-09-20",6742,614,1,0,"0",0
7,6,"2014-09-20",3202,362,1,0,"0",0
8,6,"2014-09-20",4564,423,1,0,"0",0
9,6,"2014-09-20",8474,1288,1,0,"0",0
10,6,"2014-09-20",3833,353,1,0,"0",0
11,6,"2014-09-20",8401,1238,1,0,"0",0
12,6,"2014-09-20",3644,390,1,0,"0",0
13,6,"2014-09-20",5278,790,1,0,"0",0
14,6,"2014-09-20",1199,150,1,0,"0",0
15,6,"2014-09-20",4320,528,1,0,"0",0
16,6,"2014-09-20",2940,359,1,0,"0",0
17,6,"2014-09-20",4885,465,1,0,"0",0
18,6,"2014-09-20",4728,340,1,0,"0",0
19,6,"2014-09-20",1771,200,1,0,"0",0
20,6,"2014-09-20",3034,500,1,0,"0",0
1,5,"2014-09-19",4491,547,1,1,"0",0
2,5,"2014-09-19",5302,561,1,1,"0",0
3,5,"2014-09-19",3098,388,1,1,"0",0
4,5,"2014-09-19",4340,388,1,1,"0",0
5,5,"2014-09-19",7750,855,1,1,"0",0
6,5,"2014-09-19",8350,716,1,1,"0",0
7,5,"2014-09-19",5002,560,1,1,"0",0
8,5,"2014-09-19",5591,468,1,1,"0",0
9,5,"2014-09-19",9780,1457,1,1,"0",0
10,5,"2014-09-19",6903,573,1,1,"0",0
11,5,"2014-09-19",12705,1709,1,1,"0",0
12,5,"2014-09-19",8211,738,1,1,"0",0
13,5,"2014-09-19",6729,955,1,1,"0",0
14,5,"2014-09-19",4703,539,1,1,"0",0
15,5,"2014-09-19",6964,831,1,1,"0",0
16,5,"2014-09-19",3377,404,1,1,"0",0
17,5,"2014-09-19",6349,555,1,1,"0",0
18,5,"2014-09-19",5147,410,1,1,"0",0
19,5,"2014-09-19",4827,440,1,1,"0",0
20,5,"2014-09-19",4738,727,1,1,"0",0
1,4,"2014-09-18",4994,556,1,1,"0",0
2,4,"2014-09-18",5825,594,1,1,"0",0
3,4,"2014-09-18",3157,354,1,1,"0",0
4,4,"2014-09-18",4132,353,1,1,"0",0
5,4,"2014-09-18",7767,812,1,1,"0",0
6,4,"2014-09-18",7281,616,1,1,"0",0
7,4,"2014-09-18",5262,565,1,1,"0",0
8,4,"2014-09-18",5257,448,1,1,"0",0
9,4,"2014-09-18",10110,1362,1,1,"0",0
10,4,"2014-09-18",6255,544,1,1,"0",0
11,4,"2014-09-18",13089,1717,1,1,"0",0
12,4,"2014-09-18",9145,769,1,1,"0",0
13,4,"2014-09-18",6744,992,1,1,"0",0
14,4,"2014-09-18",3512,411,1,1,"0",0
15,4,"2014-09-18",7086,837,1,1,"0",0
16,4,"2014-09-18",3579,406,1,1,"0",0
17,4,"2014-09-18",6564,515,1,1,"0",0
18,4,"2014-09-18",5169,371,1,1,"0",0
19,4,"2014-09-18",4485,364,1,1,"0",0
20,4,"2014-09-18",4823,705,1,1,"0",0
1,3,"2014-09-17",6469,762,1,1,"0",0
2,3,"2014-09-17",6325,657,1,1,"0",0
3,3,"2014-09-17",2921,365,1,1,"0",0
4,3,"2014-09-17",3595,286,1,1,"0",0
5,3,"2014-09-17",8954,920,1,1,"0",0
6,3,"2014-09-17",6498,539,1,1,"0",0
7,3,"2014-09-17",5040,523,1,1,"0",0
8,3,"2014-09-17",5883,479,1,1,"0",0
9,3,"2014-09-17",10316,1424,1,1,"0",0
10,3,"2014-09-17",6474,515,1,1,"0",0
11,3,"2014-09-17",14125,1758,1,1,"0",0
12,3,"2014-09-17",9250,810,1,1,"0",0
13,3,"2014-09-17",7880,1108,1,1,"0",0
14,3,"2014-09-17",4524,461,1,1,"0",0
15,3,"2014-09-17",6867,818,1,1,"0",0
16,3,"2014-09-17",3376,373,1,1,"0",0
17,3,"2014-09-17",5338,418,1,1,"0",0
18,3,"2014-09-17",4522,308,1,1,"0",0
19,3,"2014-09-17",4027,336,1,1,"0",0
20,3,"2014-09-17",5338,759,1,1,"0",0
1,2,"2014-09-16",6207,663,1,1,"0",0
2,2,"2014-09-16",7798,720,1,1,"0",0
3,2,"2014-09-16",4877,537,1,1,"0",0
4,2,"2014-09-16",4549,363,1,1,"0",0
5,2,"2014-09-16",10771,1033,1,1,"0",0
6,2,"2014-09-16",6740,558,1,1,"0",0
7,2,"2014-09-16",5856,585,1,1,"0",0
8,2,"2014-09-16",5526,480,1,1,"0",0
9,2,"2014-09-16",11294,1499,1,1,"0",0
10,2,"2014-09-16",6842,560,1,1,"0",0
11,2,"2014-09-16",18014,2076,1,1,"0",0
12,2,"2014-09-16",9880,855,1,1,"0",0
13,2,"2014-09-16",8173,1072,1,1,"0",0
14,2,"2014-09-16",5267,529,1,1,"0",0
15,2,"2014-09-16",8313,904,1,1,"0",0
16,2,"2014-09-16",4179,436,1,1,"0",0
17,2,"2014-09-16",6145,491,1,1,"0",0
18,2,"2014-09-16",5093,374,1,1,"0",0
19,2,"2014-09-16",5443,430,1,1,"0",0
20,2,"2014-09-16",5869,788,1,1,"0",0
1,1,"2014-09-15",6997,735,1,1,"0",0
2,1,"2014-09-15",9154,775,1,1,"0",0
3,1,"2014-09-15",5506,479,1,1,"0",0
4,1,"2014-09-15",6470,495,1,1,"0",0
5,1,"2014-09-15",11676,1031,1,1,"0",0
6,1,"2014-09-15",10287,746,1,1,"0",0
7,1,"2014-09-15",7605,743,1,1,"0",0
8,1,"2014-09-15",7007,530,1,1,"0",0
9,1,"2014-09-15",14871,1742,1,1,"0",0
10,1,"2014-09-15",9281,707,1,1,"0",0
11,1,"2014-09-15",19921,2238,1,1,"0",0
12,1,"2014-09-15",13099,981,1,1,"0",0
13,1,"2014-09-15",9078,1124,1,1,"0",0
14,1,"2014-09-15",6615,582,1,1,"0",0
15,1,"2014-09-15",9625,1030,1,1,"0",0
16,1,"2014-09-15",4371,470,1,1,"0",0
17,1,"2014-09-15",8048,608,1,1,"0",0
18,1,"2014-09-15",6043,371,1,1,"0",0
19,1,"2014-09-15",7318,510,1,1,"0",0
20,1,"2014-09-15",6678,840,1,1,"0",0
1,7,"2014-09-14",0,0,0,0,"0",0
2,7,"2014-09-14",0,0,0,0,"0",0
3,7,"2014-09-14",0,0,0,0,"0",0
4,7,"2014-09-14",0,0,0,0,"0",0
5,7,"2014-09-14",0,0,0,0,"0",0
6,7,"2014-09-14",0,0,0,0,"0",0
7,7,"2014-09-14",0,0,0,0,"0",0
8,7,"2014-09-14",0,0,0,0,"0",0
9,7,"2014-09-14",0,0,0,0,"0",0
10,7,"2014-09-14",0,0,0,0,"0",0
11,7,"2014-09-14",0,0,0,0,"0",0
12,7,"2014-09-14",0,0,0,0,"0",0
13,7,"2014-09-14",0,0,0,0,"0",0
14,7,"2014-09-14",0,0,0,0,"0",0
15,7,"2014-09-14",0,0,0,0,"0",0
16,7,"2014-09-14",0,0,0,0,"0",0
17,7,"2014-09-14",0,0,0,0,"0",0
18,7,"2014-09-14",0,0,0,0,"0",0
19,7,"2014-09-14",0,0,0,0,"0",0
20,7,"2014-09-14",0,0,0,0,"0",0
1,6,"2014-09-13",2593,318,1,0,"0",0
2,6,"2014-09-13",1558,177,1,0,"0",0
3,6,"2014-09-13",1167,133,1,0,"0",0
4,6,"2014-09-13",3071,313,1,0,"0",0
5,6,"2014-09-13",6899,737,1,0,"0",0
6,6,"2014-09-13",7491,646,1,0,"0",0
7,6,"2014-09-13",2857,350,1,0,"0",0
8,6,"2014-09-13",4670,416,1,0,"0",0
9,6,"2014-09-13",8754,1295,1,0,"0",0
10,6,"2014-09-13",4009,326,1,0,"0",0
11,6,"2014-09-13",9026,1298,1,0,"0",0
12,6,"2014-09-13",3767,399,1,0,"0",0
13,6,"2014-09-13",5670,801,1,0,"0",0
14,6,"2014-09-13",1124,121,1,0,"0",0
15,6,"2014-09-13",3791,521,1,0,"0",0
16,6,"2014-09-13",3432,376,1,0,"0",0
17,6,"2014-09-13",5187,488,1,0,"0",0
18,6,"2014-09-13",4049,344,1,0,"0",0
19,6,"2014-09-13",1715,185,1,0,"0",0
20,6,"2014-09-13",3601,555,1,0,"0",0
1,5,"2014-09-12",3323,435,1,0,"0",0
2,5,"2014-09-12",3559,420,1,0,"0",0
3,5,"2014-09-12",2295,328,1,0,"0",0
4,5,"2014-09-12",3705,365,1,0,"0",0
5,5,"2014-09-12",6981,803,1,0,"0",0
6,5,"2014-09-12",5669,587,1,0,"0",0
7,5,"2014-09-12",3490,437,1,0,"0",0
8,5,"2014-09-12",4277,421,1,0,"0",0
9,5,"2014-09-12",8561,1236,1,0,"0",0
10,5,"2014-09-12",4770,465,1,0,"0",0
11,5,"2014-09-12",8631,1213,1,0,"0",0
12,5,"2014-09-12",5949,601,1,0,"0",0
13,5,"2014-09-12",4224,611,1,0,"0",1
14,5,"2014-09-12",3201,425,1,0,"0",0
15,5,"2014-09-12",6980,910,1,0,"0",0
16,5,"2014-09-12",2334,295,1,0,"0",0
17,5,"2014-09-12",4649,456,1,0,"0",0
18,5,"2014-09-12",4344,368,1,0,"0",0
19,5,"2014-09-12",3292,351,1,0,"0",0
20,5,"2014-09-12",3541,556,1,0,"0",0
1,4,"2014-09-11",4123,477,1,0,"0",0
2,4,"2014-09-11",4477,519,1,0,"0",0
3,4,"2014-09-11",1960,282,1,0,"0",0
4,4,"2014-09-11",2980,315,1,0,"0",0
5,4,"2014-09-11",6483,775,1,0,"0",0
6,4,"2014-09-11",6149,579,1,0,"0",0
7,4,"2014-09-11",3214,410,1,0,"0",0
8,4,"2014-09-11",3811,394,1,0,"0",0
9,4,"2014-09-11",7791,1226,1,0,"0",0
10,4,"2014-09-11",4666,460,1,0,"0",0
11,4,"2014-09-11",10659,1517,1,0,"0",0
12,4,"2014-09-11",6031,622,1,0,"0",0
13,4,"2014-09-11",5764,855,1,0,"0",1
14,4,"2014-09-11",3037,390,1,0,"0",0
15,4,"2014-09-11",5571,737,1,0,"0",0
16,4,"2014-09-11",2579,330,1,0,"0",0
17,4,"2014-09-11",3879,399,1,0,"0",0
18,4,"2014-09-11",4141,346,1,0,"0",0
19,4,"2014-09-11",2761,299,1,0,"0",0
20,4,"2014-09-11",3597,593,1,0,"0",0
1,3,"2014-09-10",4865,646,1,0,"0",0
2,3,"2014-09-10",4281,537,1,0,"0",0
3,3,"2014-09-10",2110,285,1,0,"0",0
4,3,"2014-09-10",3001,292,1,0,"0",0
5,3,"2014-09-10",6768,753,1,0,"0",0
6,3,"2014-09-10",5639,507,1,0,"0",0
7,3,"2014-09-10",3286,407,1,0,"0",0
8,3,"2014-09-10",4454,405,1,0,"0",0
9,3,"2014-09-10",7512,1239,1,0,"0",0
10,3,"2014-09-10",4838,472,1,0,"0",0
11,3,"2014-09-10",10049,1397,1,0,"0",0
12,3,"2014-09-10",5710,625,1,0,"0",0
13,3,"2014-09-10",5378,806,1,0,"0",1
14,3,"2014-09-10",2847,361,1,0,"0",0
15,3,"2014-09-10",5395,711,1,0,"0",0
16,3,"2014-09-10",2821,336,1,0,"0",0
17,3,"2014-09-10",4447,385,1,0,"0",0
18,3,"2014-09-10",3496,288,1,0,"0",0
19,3,"2014-09-10",3029,304,1,0,"0",0
20,3,"2014-09-10",4078,667,1,0,"0",0
1,2,"2014-09-09",4963,589,1,0,"0",0
2,2,"2014-09-09",4744,524,1,0,"0",0
3,2,"2014-09-09",2341,332,1,0,"0",0
4,2,"2014-09-09",2339,247,1,0,"0",0
5,2,"2014-09-09",6742,819,1,0,"0",0
6,2,"2014-09-09",5659,530,1,0,"0",0
7,2,"2014-09-09",3704,415,1,0,"0",0
8,2,"2014-09-09",4656,417,1,0,"0",0
9,2,"2014-09-09",8341,1272,1,0,"0",0
10,2,"2014-09-09",4845,480,1,0,"0",0
11,2,"2014-09-09",11352,1568,1,0,"0",0
12,2,"2014-09-09",5675,591,1,0,"0",0
13,2,"2014-09-09",5498,853,1,0,"0",1
14,2,"2014-09-09",3266,398,1,0,"0",0
15,2,"2014-09-09",5810,744,1,0,"0",0
16,2,"2014-09-09",2820,376,1,0,"0",0
17,2,"2014-09-09",4144,370,1,0,"0",0
18,2,"2014-09-09",3588,324,1,0,"0",0
19,2,"2014-09-09",2714,287,1,0,"0",0
20,2,"2014-09-09",4267,665,1,0,"0",0
1,1,"2014-09-08",4189,564,1,0,"0",0
2,1,"2014-09-08",4399,551,1,0,"0",0
3,1,"2014-09-08",1895,282,1,0,"0",0
4,1,"2014-09-08",3294,337,1,0,"0",0
5,1,"2014-09-08",6435,786,1,0,"0",0
6,1,"2014-09-08",6391,601,1,0,"0",0
7,1,"2014-09-08",3313,414,1,0,"0",0
8,1,"2014-09-08",4943,464,1,0,"0",0
9,1,"2014-09-08",9482,1446,1,0,"0",0
10,1,"2014-09-08",5086,532,1,0,"0",0
11,1,"2014-09-08",12156,1764,1,0,"0",0
12,1,"2014-09-08",5657,658,1,0,"0",0
13,1,"2014-09-08",5356,831,1,0,"0",1
14,1,"2014-09-08",3305,448,1,0,"0",0
15,1,"2014-09-08",5691,806,1,0,"0",0
16,1,"2014-09-08",2344,360,1,0,"0",0
17,1,"2014-09-08",4314,397,1,0,"0",0
18,1,"2014-09-08",3529,285,1,0,"0",0
19,1,"2014-09-08",2946,330,1,0,"0",0
20,1,"2014-09-08",4257,656,1,0,"0",0
1,7,"2014-09-07",0,0,0,0,"0",0
2,7,"2014-09-07",0,0,0,0,"0",0
3,7,"2014-09-07",0,0,0,0,"0",0
4,7,"2014-09-07",0,0,0,0,"0",0
5,7,"2014-09-07",0,0,0,0,"0",0
6,7,"2014-09-07",0,0,0,0,"0",0
7,7,"2014-09-07",0,0,0,0,"0",0
8,7,"2014-09-07",0,0,0,0,"0",0
9,7,"2014-09-07",0,0,0,0,"0",0
10,7,"2014-09-07",0,0,0,0,"0",0
11,7,"2014-09-07",0,0,0,0,"0",0
12,7,"2014-09-07",0,0,0,0,"0",0
13,7,"2014-09-07",0,0,0,0,"0",0
14,7,"2014-09-07",0,0,0,0,"0",0
15,7,"2014-09-07",0,0,0,0,"0",0
16,7,"2014-09-07",0,0,0,0,"0",0
17,7,"2014-09-07",0,0,0,0,"0",0
18,7,"2014-09-07",0,0,0,0,"0",0
19,7,"2014-09-07",0,0,0,0,"0",0
20,7,"2014-09-07",0,0,0,0,"0",0
1,6,"2014-09-06",2551,329,1,0,"0",0
2,6,"2014-09-06",1472,179,1,0,"0",0
3,6,"2014-09-06",773,111,1,0,"0",0
4,6,"2014-09-06",2743,313,1,0,"0",0
5,6,"2014-09-06",6090,709,1,0,"0",0
6,6,"2014-09-06",7517,645,1,0,"0",0
7,6,"2014-09-06",3052,355,1,0,"0",0
8,6,"2014-09-06",4281,416,1,0,"0",0
9,6,"2014-09-06",8844,1359,1,0,"0",0
10,6,"2014-09-06",3911,363,1,0,"0",0
11,6,"2014-09-06",8057,1151,1,0,"0",0
12,6,"2014-09-06",3748,406,1,0,"0",0
13,6,"2014-09-06",5120,835,1,0,"0",0
14,6,"2014-09-06",1038,136,1,0,"0",0
15,6,"2014-09-06",4343,535,1,0,"0",0
16,6,"2014-09-06",2961,383,1,0,"0",0
17,6,"2014-09-06",5013,442,1,0,"0",0
18,6,"2014-09-06",4899,367,1,0,"0",0
19,6,"2014-09-06",1758,201,1,0,"0",0
20,6,"2014-09-06",3476,595,1,0,"0",0
1,5,"2014-09-05",4823,578,1,1,"0",0
2,5,"2014-09-05",5457,564,1,1,"0",0
3,5,"2014-09-05",3685,466,1,1,"0",0
4,5,"2014-09-05",4440,380,1,1,"0",1
5,5,"2014-09-05",9546,911,1,1,"0",0
6,5,"2014-09-05",8755,685,1,1,"0",0
7,5,"2014-09-05",5471,557,1,1,"0",0
8,5,"2014-09-05",5421,470,1,1,"0",1
9,5,"2014-09-05",10320,1482,1,1,"0",1
10,5,"2014-09-05",6320,545,1,1,"0",1
11,5,"2014-09-05",12766,1634,1,1,"0",0
12,5,"2014-09-05",7916,712,1,1,"0",1
13,5,"2014-09-05",6842,903,1,1,"0",1
14,5,"2014-09-05",4649,560,1,1,"0",0
15,5,"2014-09-05",7691,947,1,1,"0",0
16,5,"2014-09-05",4052,391,1,1,"0",1
17,5,"2014-09-05",6703,570,1,1,"0",0
18,5,"2014-09-05",5778,454,1,1,"0",0
19,5,"2014-09-05",4555,424,1,1,"0",1
20,5,"2014-09-05",4598,683,1,1,"0",0
1,4,"2014-09-04",5401,635,1,1,"0",0
2,4,"2014-09-04",5726,603,1,1,"0",0
3,4,"2014-09-04",3492,399,1,1,"0",0
4,4,"2014-09-04",4245,376,1,1,"0",1
5,4,"2014-09-04",9646,919,1,1,"0",0
6,4,"2014-09-04",8454,678,1,1,"0",0
7,4,"2014-09-04",4750,492,1,1,"0",0
8,4,"2014-09-04",5504,447,1,1,"0",1
9,4,"2014-09-04",10227,1432,1,1,"0",1
10,4,"2014-09-04",5825,486,1,1,"0",1
11,4,"2014-09-04",13978,1759,1,1,"0",0
12,4,"2014-09-04",7336,695,1,1,"0",1
13,4,"2014-09-04",6819,909,1,1,"0",1
14,4,"2014-09-04",4681,524,1,1,"0",0
15,4,"2014-09-04",7925,905,1,1,"0",0
16,4,"2014-09-04",3678,355,1,1,"0",1
17,4,"2014-09-04",5785,507,1,1,"0",0
18,4,"2014-09-04",4652,342,1,1,"0",0
19,4,"2014-09-04",4220,364,1,1,"0",1
20,4,"2014-09-04",5536,727,1,1,"0",0
1,3,"2014-09-03",6615,754,1,1,"0",0
2,3,"2014-09-03",6468,670,1,1,"0",0
3,3,"2014-09-03",3773,397,1,1,"0",0
4,3,"2014-09-03",3916,342,1,1,"0",1
5,3,"2014-09-03",10687,1014,1,1,"0",0
6,3,"2014-09-03",7684,571,1,1,"0",0
7,3,"2014-09-03",5424,519,1,1,"0",0
8,3,"2014-09-03",5348,447,1,1,"0",1
9,3,"2014-09-03",11602,1491,1,1,"0",1
10,3,"2014-09-03",7156,558,1,1,"0",1
11,3,"2014-09-03",14896,1790,1,1,"0",0
12,3,"2014-09-03",9650,850,1,1,"0",1
13,3,"2014-09-03",7418,905,1,1,"0",1
14,3,"2014-09-03",4859,512,1,1,"0",0
15,3,"2014-09-03",8037,899,1,1,"0",0
16,3,"2014-09-03",3972,381,1,1,"0",1
17,3,"2014-09-03",5726,454,1,1,"0",0
18,3,"2014-09-03",5063,342,1,1,"0",0
19,3,"2014-09-03",4867,386,1,1,"0",1
20,3,"2014-09-03",5584,769,1,1,"0",0
1,2,"2014-09-02",6422,645,1,1,"0",0
2,2,"2014-09-02",6533,668,1,1,"0",0
3,2,"2014-09-02",4654,487,1,1,"0",0
4,2,"2014-09-02",4847,387,1,1,"0",1
5,2,"2014-09-02",11441,1017,1,1,"0",0
6,2,"2014-09-02",8670,657,1,1,"0",0
7,2,"2014-09-02",5764,566,1,1,"0",0
8,2,"2014-09-02",5754,458,1,1,"0",1
9,2,"2014-09-02",11188,1482,1,1,"0",1
10,2,"2014-09-02",7730,592,1,1,"0",1
11,2,"2014-09-02",17181,2018,1,1,"0",0
12,2,"2014-09-02",10776,819,1,1,"0",1
13,2,"2014-09-02",7877,981,1,1,"0",1
14,2,"2014-09-02",5836,537,1,1,"0",0
15,2,"2014-09-02",9188,997,1,1,"0",0
16,2,"2014-09-02",4456,417,1,1,"0",1
17,2,"2014-09-02",6452,490,1,1,"0",0
18,2,"2014-09-02",5381,362,1,1,"0",0
19,2,"2014-09-02",5537,448,1,1,"0",1
20,2,"2014-09-02",5693,686,1,1,"0",0
1,1,"2014-09-01",8173,805,1,1,"0",0
2,1,"2014-09-01",9088,880,1,1,"0",0
3,1,"2014-09-01",5332,552,1,1,"0",0
4,1,"2014-09-01",8443,641,1,1,"0",1
5,1,"2014-09-01",13485,1167,1,1,"0",0
6,1,"2014-09-01",11197,828,1,1,"0",0
7,1,"2014-09-01",7647,699,1,1,"0",0
8,1,"2014-09-01",7339,548,1,1,"0",1
9,1,"2014-09-01",15695,1788,1,1,"0",1
10,1,"2014-09-01",9256,660,1,1,"0",1
11,1,"2014-09-01",20739,2307,1,1,"0",0
12,1,"2014-09-01",15203,1063,1,1,"0",1
13,1,"2014-09-01",8852,970,1,1,"0",1
14,1,"2014-09-01",7533,729,1,1,"0",0
15,1,"2014-09-01",10050,1077,1,1,"0",0
16,1,"2014-09-01",3771,397,1,1,"0",1
17,1,"2014-09-01",9064,702,1,1,"0",0
18,1,"2014-09-01",6035,396,1,1,"0",0
19,1,"2014-09-01",6845,512,1,1,"0",1
20,1,"2014-09-01",7275,866,1,1,"0",0
1,7,"2014-08-31",0,0,0,0,"0",0
2,7,"2014-08-31",0,0,0,0,"0",0
3,7,"2014-08-31",0,0,0,0,"0",0
4,7,"2014-08-31",0,0,0,0,"0",1
5,7,"2014-08-31",0,0,0,0,"0",0
6,7,"2014-08-31",0,0,0,0,"0",0
7,7,"2014-08-31",0,0,0,0,"0",0
8,7,"2014-08-31",0,0,0,0,"0",1
9,7,"2014-08-31",0,0,0,0,"0",1
10,7,"2014-08-31",0,0,0,0,"0",1
11,7,"2014-08-31",0,0,0,0,"0",0
12,7,"2014-08-31",0,0,0,0,"0",1
13,7,"2014-08-31",0,0,0,0,"0",0
14,7,"2014-08-31",0,0,0,0,"0",0
15,7,"2014-08-31",0,0,0,0,"0",0
16,7,"2014-08-31",0,0,0,0,"0",1
17,7,"2014-08-31",0,0,0,0,"0",0
18,7,"2014-08-31",0,0,0,0,"0",0
19,7,"2014-08-31",0,0,0,0,"0",1
20,7,"2014-08-31",0,0,0,0,"0",0
1,6,"2014-08-30",2976,376,1,0,"0",0
2,6,"2014-08-30",2159,245,1,0,"0",0
3,6,"2014-08-30",781,110,1,0,"0",0
4,6,"2014-08-30",2969,300,1,0,"0",1
5,6,"2014-08-30",6966,731,1,0,"0",0
6,6,"2014-08-30",7282,649,1,0,"0",0
7,6,"2014-08-30",3663,377,1,0,"0",0
8,6,"2014-08-30",5139,432,1,0,"0",1
9,6,"2014-08-30",9597,1299,1,0,"0",1
10,6,"2014-08-30",3892,337,1,0,"0",1
